,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
Iso_1_457,78,95,66,63,59,43,48,75,92,64
Iso_1_458,99,101,89,119,139,91,110,138,116,115
Iso_1_459,169,163,160,185,159,141,191,168,179,161
Iso_1_460,12,9,10,9,10,10,6,11,6,15
Iso_1_461,81,92,89,91,100,101,94,94,105,85
Iso_1_462,662,683,621,657,622,722,636,720,688,652
Iso_1_463,588,507,418,517,513,469,634,613,591,542
Iso_1_464,565,549,561,550,601,594,611,607,556,584
Iso_1_465,672,625,704,854,627,889,734,693,793,674
Iso_1_466,316,274,227,206,246,277,270,241,278,221
Iso_1_467,1555,1715,1827,1323,1531,1620,1667,1374,1170,1668
Iso_1_468,371,384,341,391,329,384,352,380,364,359
Iso_1_469,642,642,778,904,613,765,755,664,622,586
Iso_1_470,6023,6430,9249,5217,9693,8716,6708,8534,6444,6916
Iso_1_471,5900,7361,6269,6439,5797,7305,6707,6152,6270,7317
Iso_1_472,8870,10130,11743,10456,10589,9407,10483,11496,11708,9866
Iso_1_473,616,587,599,608,632,692,546,514,603,598
Iso_1_474,77,56,49,61,50,40,56,46,75,69
Iso_1_475,151,163,158,144,171,135,159,158,154,129
Iso_1_476,700,749,777,826,809,865,688,732,807,760
Iso_1_477,517,465,445,530,341,437,498,426,401,446
Iso_1_478,17,22,17,18,17,10,13,13,18,17
Iso_1_479,210,174,150,263,180,169,115,233,127,134
Iso_1_480,202,240,263,227,289,280,370,223,206,297
Iso_1_481,690,420,538,411,475,436,436,442,472,483
Iso_1_482,203,185,215,200,163,181,188,204,170,190
Iso_1_483,511,509,588,578,555,562,560,608,620,604
Iso_1_484,464,533,556,511,564,519,509,600,637,466
Iso_1_485,100,96,75,88,107,96,80,105,109,109
Iso_1_486,3,3,3,5,3,8,2,8,5,7
Iso_1_487,558,555,613,589,611,539,549,573,605,506
Iso_1_488,3,5,4,1,3,2,7,0,5,4
Iso_1_489,528,556,483,455,478,508,432,480,475,510
Iso_1_490,41,37,20,24,41,51,41,48,36,39
Iso_1_491,1914,1798,1720,1504,1416,1716,1544,1771,1533,1469
Iso_1_492,324,347,309,341,337,282,382,329,292,293
Iso_1_493,1112,1023,1106,965,1287,1052,1111,1180,1154,1153
Iso_1_494,1067,936,899,953,1051,941,1086,866,863,903
Iso_1_495,1278,1562,1219,1536,1070,1305,1408,1523,1361,1316
Iso_1_496,14376,13130,13946,15440,15032,14341,16201,14059,15284,16095
Iso_1_497,445,454,374,421,378,380,469,450,439,475
Iso_1_498,3509,3720,3687,3654,3593,2944,4814,3482,4050,3858
Iso_1_499,138,172,163,218,193,114,148,144,163,147
Iso_1_500,36,28,40,24,46,46,48,39,46,45
Iso_1_501,1799,1952,1926,1689,1932,1924,2062,1663,2108,2151
Iso_1_502,210,190,189,188,246,220,238,239,223,234
Iso_1_503,7,16,19,22,17,12,17,10,5,8
Iso_1_504,825,715,850,840,778,861,826,737,829,766
Iso_1_505,329,345,397,295,348,315,320,356,367,316
Iso_1_506,79,48,71,107,69,62,91,76,95,105
Iso_1_507,537,587,573,613,594,603,591,588,506,464
Iso_1_508,538,385,366,343,525,563,685,331,283,409
Iso_1_509,103,84,90,77,93,95,68,100,73,74
Iso_1_510,64,56,69,56,58,56,71,62,62,46
Iso_1_511,550,568,702,612,595,605,481,557,584,665
Iso_1_512,5064,6379,4892,6125,4876,5780,5479,4822,4533,5183
Iso_1_513,1294,1605,1554,1591,1666,1405,1125,1534,1664,1438
Iso_1_514,150,157,171,161,147,152,134,160,140,154
Iso_1_515,3080,3676,3332,3774,3323,3222,3360,3626,3635,3517
Iso_1_516,1595,1458,1525,1597,1308,1654,1208,1424,1430,1693
Iso_1_517,10,14,12,23,8,11,9,11,15,10
Iso_1_518,749,757,926,668,809,866,703,720,747,699
Iso_1_519,338,320,314,306,346,290,272,304,269,247
Iso_1_520,225,241,277,294,256,214,246,314,246,252
Iso_1_521,328,291,317,388,303,368,320,286,321,325
Iso_1_522,239,178,329,292,246,144,212,255,363,167
Iso_1_523,10416,7036,9242,12454,10178,6334,10710,7978,12974,15571
Iso_1_524,28,29,34,22,28,22,27,29,17,20
Iso_1_525,622,504,474,482,590,458,624,463,555,605
Iso_1_526,435,478,382,356,395,437,452,405,396,428
Iso_1_527,109,93,93,79,74,78,81,97,105,89
Iso_1_528,187,229,243,269,234,231,317,293,233,261
Iso_1_529,477,386,454,398,410,313,344,347,332,359
Iso_1_530,220,272,267,236,229,250,277,244,213,224
Iso_1_531,219,195,247,165,207,205,200,230,180,183
Iso_1_532,2237,2452,2200,1864,2505,2127,2158,1899,1816,2376
Iso_1_533,884,858,755,850,922,847,791,830,897,839
Iso_1_534,585,631,668,648,674,606,610,644,671,592
Iso_1_535,65,68,72,77,92,79,63,69,85,72
Iso_1_536,345,340,372,331,350,340,347,328,356,376
Iso_1_537,2726,2500,2956,2748,2354,2207,1923,2480,2618,2710
Iso_1_538,848,804,903,902,992,1004,801,861,970,917
Iso_1_539,666,607,691,814,654,673,766,660,624,683
Iso_1_540,318,333,264,284,319,298,338,314,303,348
Iso_1_541,386,376,339,301,341,367,349,326,294,321
Iso_1_542,5050,4976,4360,4566,4281,4146,4328,4615,4312,5130
Iso_1_543,729,675,866,472,609,777,708,561,678,642
Iso_1_544,69,86,62,69,58,61,94,59,79,52
Iso_1_545,1294,2017,1846,1483,1531,1958,1707,1399,1499,1574
Iso_1_546,702,774,707,717,699,845,764,751,751,730
Iso_1_547,678,661,707,656,708,682,652,762,714,661
Iso_1_548,127,165,117,124,144,121,115,120,148,124
Iso_1_549,733,655,713,662,622,687,611,838,728,744
Iso_1_550,261,254,249,266,254,232,232,206,217,251
Iso_1_551,1024,1201,1276,1122,1192,1053,1243,1209,1222,1043
Iso_1_552,240,285,272,254,210,249,290,235,284,282
Iso_1_553,2223,2141,2090,1886,1918,1983,1798,2085,1672,1697
Iso_1_554,710,552,743,723,809,652,726,661,815,783
Iso_1_555,680,704,751,894,979,741,747,869,755,832
Iso_1_556,4,2,1,7,4,3,2,3,3,2
Iso_1_557,23,47,56,21,42,47,40,42,39,39
Iso_1_558,116,90,123,81,76,95,83,86,67,100
Iso_1_559,255,156,161,145,237,230,165,148,192,218
Iso_1_560,2502,2588,2382,2430,2365,2096,1766,2431,2127,2312
Iso_1_561,2351,3173,3057,3145,2689,4282,1955,2467,3449,3629
Iso_1_562,62,50,66,79,78,61,56,56,56,70
Iso_1_563,786,727,744,675,709,603,764,734,828,714
Iso_1_564,573,500,529,499,582,548,516,560,561,569
Iso_1_565,110,116,130,110,72,105,93,118,130,124
Iso_1_566,565,591,592,595,577,570,491,463,586,482
Iso_1_567,93,93,91,86,78,84,68,79,129,82
Iso_1_568,929,1172,958,1135,963,820,1232,1397,908,1040
Iso_1_569,86,100,96,80,84,108,75,108,85,103
Iso_1_570,136,137,148,187,142,187,134,173,152,188
Iso_1_571,968,1038,505,1071,639,1634,854,870,1201,913
Iso_1_572,234,270,293,250,265,259,273,278,261,260
Iso_1_573,1197,928,924,1081,1079,736,951,1049,977,989
Iso_1_574,974,1233,1239,1235,970,1201,1123,1030,884,1238
Iso_1_575,275,240,223,228,263,286,234,265,238,255
Iso_1_576,72,79,116,111,84,92,123,93,101,103
Iso_1_577,40,43,52,44,66,68,61,43,55,53
Iso_1_578,105,81,106,74,84,78,94,100,67,88
Iso_1_579,3447,2932,3247,3512,3665,3312,3502,3286,2976,3498
Iso_1_580,245,280,229,245,261,262,252,259,246,268
Iso_1_581,658,779,782,738,657,739,752,791,775,629
Iso_1_582,640,668,753,831,608,629,804,868,636,678
Iso_1_583,1114,636,910,883,811,938,731,956,878,735
Iso_1_584,23,19,17,29,12,6,24,12,18,20
Iso_1_585,225,255,223,227,222,247,292,164,246,259
Iso_1_586,184,135,140,197,165,153,148,155,129,208
Iso_1_587,7,16,10,4,7,8,10,11,3,9
Iso_1_588,2848,2790,3003,3744,2531,2555,3159,3299,2557,2132
Iso_1_589,624,660,615,657,629,662,688,552,673,625
Iso_1_590,223,247,230,219,259,220,263,247,237,230
Iso_1_591,49,35,66,53,57,37,34,43,29,25
Iso_1_592,772,689,778,660,729,715,720,803,672,756
Iso_1_593,356,421,439,471,519,490,397,396,274,372
Iso_1_594,388,355,338,369,335,407,340,338,369,327
Iso_1_595,787,807,635,730,728,460,792,646,593,597
Iso_1_596,936,885,964,1008,996,1124,854,990,975,1164
Iso_1_597,1997,2402,1904,2240,1993,2144,2205,2284,2067,2153
Iso_1_598,1256,1276,1043,1145,1001,1198,1011,1001,1111,990
Iso_1_599,209,185,195,209,188,179,175,199,178,212
Iso_1_600,603,637,717,893,641,904,743,698,733,702
Iso_1_601,70,84,75,91,105,86,110,103,77,108
Iso_1_602,72,58,83,80,71,94,85,71,91,76
Iso_1_603,1386,1578,1471,1681,1522,1400,1377,1634,1696,1522
Iso_1_604,142,120,165,160,191,197,163,142,109,175
Iso_1_605,20079,20975,20140,22279,22400,24062,22645,24009,20960,26419
Iso_1_606,34,26,38,35,38,22,32,41,31,34
Iso_1_607,382,223,351,360,329,431,337,397,308,387
Iso_1_608,110,149,109,161,140,122,162,176,177,149
Iso_1_609,663,584,1070,876,828,912,741,791,763,904
Iso_1_610,2053,2027,2666,1755,2201,1900,2689,2007,2224,2218
Iso_1_611,1253,1260,1199,1280,1354,1192,960,1159,1423,1154
Iso_1_612,371,307,366,312,330,377,365,295,275,350
Iso_1_613,403,366,393,383,358,380,385,399,408,413
Iso_1_614,904,760,726,755,705,746,680,762,816,748
Iso_1_615,164,209,168,168,194,175,157,191,171,192
Iso_1_616,90,100,88,118,99,105,102,106,121,102
Iso_1_617,78,75,80,159,62,97,68,158,140,147
Iso_1_618,241,193,233,217,201,175,237,251,208,198
Iso_1_619,0,0,0,0,0,2,0,0,1,0
Iso_1_620,102,96,127,127,104,114,94,113,94,149
Iso_1_621,17,20,16,14,14,17,23,17,16,17
Iso_1_622,98,80,85,86,73,98,113,120,107,98
Iso_1_623,4412,4500,4009,5097,4163,5148,4220,5018,4507,4840
Iso_1_624,2482,2046,1914,1859,2080,2648,2361,2191,2528,2422
Iso_1_625,2018,1866,1788,1863,1850,2252,1931,1665,2108,1829
Iso_1_626,326,265,279,255,185,288,200,261,278,196
Iso_1_627,1322,1707,1323,1511,1354,1457,1122,1766,1387,1698
Iso_1_628,711,753,490,716,627,589,653,592,829,600
Iso_1_629,16,26,23,20,25,23,24,20,15,16
Iso_1_630,40,27,36,18,27,36,27,25,33,28
Iso_1_631,192,263,213,259,270,296,265,226,313,309
Iso_1_632,420,466,459,435,375,424,468,399,425,420
Iso_1_633,147,155,132,167,164,145,176,122,158,128
Iso_1_634,592,541,523,509,591,533,585,524,542,522
Iso_1_635,157,213,159,138,165,243,168,178,182,187
Iso_1_636,256,325,168,202,205,323,245,290,186,277
Iso_1_637,19,15,20,20,8,18,23,24,14,34
Iso_1_638,9,9,14,12,9,10,13,9,15,11
Iso_1_639,352,359,362,350,362,362,387,396,418,409
Iso_1_640,1660,1435,1786,1585,1965,1839,1798,2020,1997,2009
Iso_1_641,410,595,583,486,537,527,525,546,533,538
Iso_1_642,344,341,298,294,310,446,467,276,352,340
Iso_1_643,408,297,414,339,313,510,288,362,378,383
Iso_1_644,3198,2780,2822,2499,2584,2880,2630,2527,2664,3521
Iso_1_645,37,41,44,53,34,40,43,36,50,25
Iso_1_646,229,235,202,275,183,213,172,237,174,229
Iso_1_647,33,51,38,38,36,42,39,30,30,43
Iso_1_648,443,693,412,701,494,507,542,610,440,593
Iso_1_649,1066,909,1148,1042,1056,1002,1060,1034,892,1130
Iso_1_650,1440,1342,1401,1419,1356,1312,1367,1389,1354,1445
Iso_1_651,2544,1939,2536,2113,2485,2076,3061,2506,2177,2291
Iso_1_652,342,246,352,372,380,405,228,344,335,319
Iso_1_653,505,562,702,598,1053,615,789,598,651,648
Iso_1_654,159,163,160,159,184,155,198,197,176,159
Iso_1_655,209,214,198,143,202,157,203,197,222,199
Iso_1_656,194,213,186,195,219,208,234,202,203,196
Iso_1_657,397,465,406,404,399,480,485,430,435,386
Iso_1_658,43,32,29,17,21,30,21,27,35,41
Iso_1_659,102,107,121,77,121,174,132,134,123,119
Iso_1_660,1971,1319,1793,1926,1678,1507,1996,1628,2051,1748
Iso_1_661,98,89,79,97,75,93,98,77,81,85
Iso_1_662,143,100,90,139,106,69,107,112,116,98
Iso_1_663,733,717,733,892,745,871,765,719,797,691
Iso_1_664,441,455,359,432,403,328,426,536,412,377
Iso_1_665,362,342,392,349,320,343,298,238,293,410
Iso_1_666,656,600,713,425,703,553,579,603,816,554
Iso_1_667,436,393,336,402,426,517,393,393,406,408
Iso_1_668,673,653,510,651,638,641,427,922,678,570
Iso_1_669,90,86,88,87,97,62,89,76,73,73
Iso_1_670,278,187,215,239,220,211,246,177,187,223
Iso_1_671,1,2,3,0,2,2,4,1,2,2
Iso_1_672,283,268,260,393,328,252,247,259,307,256
Iso_1_673,277,273,292,257,289,274,331,281,278,305
Iso_1_674,94,102,108,132,120,86,110,121,115,103
Iso_1_675,540,359,555,422,457,442,443,585,483,460
Iso_1_676,575,486,521,570,574,519,416,432,576,484
Iso_1_677,150,195,165,150,151,144,156,171,140,137
Iso_1_678,177,139,186,239,208,206,187,220,225,205
Iso_1_679,695,557,620,653,731,494,482,659,514,542
Iso_1_680,165,129,122,127,147,119,134,159,116,143
Iso_1_681,510,416,729,607,625,406,621,569,466,641
Iso_1_682,53,60,66,44,63,46,45,62,57,69
Iso_1_683,95,100,93,131,69,104,101,91,83,124
Iso_1_684,137,129,127,142,137,135,138,144,141,138
Iso_1_685,31,43,46,33,31,53,31,25,32,35
Iso_1_686,127,110,131,130,102,101,166,113,126,140
Iso_1_687,385,518,474,534,444,393,431,488,409,376
Iso_1_688,88,139,104,111,105,103,126,126,139,118
Iso_1_689,799,840,744,768,848,870,748,811,735,766
Iso_1_690,91,82,76,103,77,109,97,86,78,70
Iso_1_691,488,420,432,435,439,412,404,439,431,451
Iso_1_692,1090,1120,936,993,848,853,1099,1041,1001,1047
Iso_1_693,307,322,292,308,325,364,300,308,306,295
Iso_1_694,1419,1432,1367,1243,1406,1603,1253,1236,1404,1357
Iso_1_695,478,440,484,421,443,387,447,486,401,486
Iso_1_696,0,2,3,3,4,1,2,0,2,1
Iso_1_697,676,781,741,707,712,790,704,814,790,698
Iso_1_698,202709,220077,211380,262541,224402,217330,210300,217500,218307,218030
Iso_1_699,68,37,58,64,60,49,72,62,54,31
Iso_1_700,1585,1581,1493,1188,1542,1810,1491,1632,1778,1701
Iso_1_701,212,206,199,183,172,307,239,204,224,222
Iso_1_702,264,240,299,352,382,276,298,394,230,320
Iso_1_703,170,157,169,171,132,162,116,144,152,166
Iso_1_704,357,342,356,343,257,271,385,229,285,324
Iso_1_705,6,4,8,8,9,3,3,1,3,4
Iso_1_706,491,547,490,595,630,516,477,533,535,404
Iso_1_707,761,744,669,761,670,686,773,778,647,757
Iso_1_708,1426,1388,1461,1507,1545,1308,1116,1385,1406,1179
Iso_1_709,484,546,586,564,491,397,505,599,519,603
Iso_1_710,1140,1116,1102,1144,1154,1155,1036,1071,1053,1054
Iso_1_711,233,225,247,220,193,226,165,175,226,241
Iso_1_712,624,602,827,674,563,528,686,751,645,625
Iso_1_713,258,216,193,256,210,325,231,296,290,209
Iso_1_714,347,200,296,296,300,299,230,305,218,305
Iso_1_715,481,393,418,440,442,366,460,416,389,414
Iso_1_716,43,44,40,51,46,64,48,52,48,47
Iso_1_717,86,105,132,97,136,104,115,87,99,129
Iso_1_718,675,546,610,537,585,606,624,540,553,627
Iso_1_719,1485,1685,1615,1999,1631,1633,1696,1764,1795,1929
Iso_1_720,2,4,4,1,0,2,3,2,2,0
Iso_1_721,421,417,421,413,393,457,409,529,355,437
Iso_1_722,647,660,811,710,625,668,806,853,871,424
Iso_1_723,351,354,351,369,460,410,465,423,410,448
Iso_1_724,59,59,74,56,65,75,82,63,97,81
Iso_1_725,2458,1662,1796,1722,1402,1955,2284,1718,2611,2211
Iso_1_726,141,128,178,140,196,183,141,112,125,133
Iso_1_727,1702,1886,2029,1707,1778,1711,1867,1693,1767,1863
Iso_1_728,359,368,400,389,365,351,366,392,372,382
Iso_1_729,101,116,113,89,119,137,106,106,128,79
Iso_1_730,270,313,319,283,307,297,341,292,317,293
Iso_1_731,94,67,136,122,119,100,108,108,104,120
Iso_1_732,788,1180,1022,1373,1240,1166,1365,1012,1613,1343
Iso_1_733,94,89,100,110,96,104,93,102,90,92
Iso_1_734,501,511,433,369,396,433,544,326,479,413
Iso_1_735,185,172,176,190,194,190,177,141,207,179
Iso_1_736,398,384,386,407,390,382,433,412,425,398
Iso_1_737,673,713,877,895,698,648,934,741,822,805
Iso_1_738,15222,18378,15301,16310,17557,14266,14365,16392,18831,16104
Iso_1_739,885,860,860,875,989,861,840,925,723,909
Iso_1_740,358,356,364,352,358,338,363,339,345,362
Iso_1_741,365,295,340,339,313,293,312,335,353,367
Iso_1_742,225,280,256,312,224,227,247,247,197,287
Iso_1_743,91,86,107,89,43,92,75,95,161,102
Iso_1_744,6,6,7,10,6,13,12,1,13,10
Iso_1_745,390,390,281,398,271,391,281,370,385,267
Iso_1_746,189,225,189,186,191,188,168,171,165,185
Iso_1_747,306,294,388,314,319,333,363,326,324,349
Iso_1_748,3756,3620,3871,3123,3592,3471,3901,3990,3631,3473
Iso_1_749,677,694,660,457,620,666,575,595,891,695
Iso_1_750,64,82,100,81,58,56,70,81,60,111
Iso_1_751,32,49,34,48,39,33,55,36,44,34
Iso_1_752,1167,1526,1458,1128,1270,1141,1361,1132,1162,1209
Iso_1_753,29,27,38,30,31,31,22,31,19,37
Iso_1_754,198,203,144,159,154,213,182,164,186,189
Iso_1_755,1,3,3,1,0,3,2,1,2,2
Iso_1_756,181,159,160,176,114,184,157,227,222,179
Iso_1_757,335,273,266,344,317,337,288,307,345,266
Iso_1_758,2,6,3,2,6,2,3,1,0,5
Iso_1_759,124,136,103,221,95,149,131,126,179,126
Iso_1_760,6743,7163,5126,6964,5664,6551,8164,6293,7050,8237
Iso_1_761,133,129,118,163,130,169,96,115,137,135
Iso_1_762,7,7,9,8,4,10,8,8,11,8
Iso_1_763,500,443,418,354,403,511,411,336,435,331
Iso_1_764,344,349,385,344,344,365,362,389,385,365
Iso_1_765,187,185,180,187,235,237,212,224,213,275
Iso_1_766,98,100,115,142,164,147,130,141,164,138
Iso_1_767,850,814,810,905,838,811,988,1079,826,723
Iso_1_768,904,777,950,758,844,790,781,849,573,607
Iso_1_769,674,746,680,493,771,680,693,614,626,761
Iso_1_770,71,96,121,68,116,132,71,101,135,92
Iso_1_771,1081,1018,1028,925,1112,1102,1005,860,937,876
Iso_1_772,244,208,191,265,332,179,179,291,200,183
Iso_1_773,2,0,1,2,1,1,0,0,1,0
Iso_1_774,1797,1420,1646,1820,1698,1440,1726,1753,1712,1761
Iso_1_775,640,661,620,636,654,695,638,584,596,589
Iso_1_776,7037,6560,7251,5899,6133,6485,7612,6473,6532,6329
Iso_1_777,312,271,221,246,255,279,289,295,230,272
Iso_1_778,513,583,463,528,551,535,593,592,580,516
Iso_1_779,2960,4234,4022,3217,3191,3127,2928,3155,3103,2872
Iso_1_780,447,514,476,451,537,490,459,535,485,515
Iso_1_781,2993,2820,2265,1831,1719,2301,2000,2475,1942,2946
Iso_1_782,1627,1644,1276,1720,1419,1265,1704,1924,1711,1543
Iso_1_783,119,132,160,120,152,130,144,142,108,130
Iso_1_784,417,373,363,456,375,380,406,460,386,407
Iso_1_785,21,39,26,26,35,24,42,23,30,36
Iso_1_786,1136,1052,1146,1055,938,880,1116,1113,1051,1123
Iso_1_787,469,421,457,417,445,552,503,484,550,431
Iso_1_788,14,27,17,15,20,18,17,15,26,21
Iso_1_789,1198,1837,2287,1891,1876,1748,1661,1775,1819,1920
Iso_1_790,231,180,203,199,188,200,195,152,185,184
Iso_1_791,186,186,153,160,148,145,186,164,156,182
Iso_1_792,5404,4964,4607,5616,5842,5057,3671,5101,5080,5380
Iso_1_793,3586,3522,3382,3859,3833,3875,3184,3627,3459,3572
Iso_1_794,459,360,429,469,425,478,455,448,402,349
Iso_1_795,1307,1111,1281,1222,1102,1015,1021,1074,1095,1308
Iso_1_796,778,841,786,926,1009,1135,823,1092,1306,750
Iso_1_797,445,461,474,424,441,434,386,449,474,522
Iso_1_798,77,63,70,57,79,76,50,61,47,60
Iso_1_799,23,16,11,17,18,20,21,17,19,24
Iso_1_800,11,9,11,19,13,17,14,11,15,10
Iso_1_801,233,186,203,238,250,219,281,187,256,262
Iso_1_802,72,81,70,65,75,57,59,75,58,84
Iso_1_803,8,21,6,14,7,7,9,11,16,7
Iso_1_804,546,590,563,482,500,515,544,616,549,577
Iso_1_805,1786,1532,1425,1679,1492,1326,1307,1393,1679,1366
Iso_1_806,1059,755,953,914,946,1091,1154,1028,1204,977
Iso_1_807,784,798,826,692,714,897,818,760,825,772
Iso_1_808,293,234,258,230,230,247,221,259,293,231
Iso_1_809,379,414,463,447,456,410,444,410,474,382
Iso_1_810,1566,1426,1523,1433,1511,1860,1393,1580,1372,1596
Iso_1_811,43,32,41,36,33,26,55,61,41,39
Iso_1_812,318,258,390,338,307,275,310,332,373,354
Iso_1_813,52,55,54,70,52,63,61,53,64,64
Iso_1_814,2526,2403,2953,2608,2760,2900,2597,2744,2877,2681
Iso_1_815,4572,4014,4043,4434,4728,4833,4225,4432,3905,3508
Iso_1_816,1102,936,1148,1080,969,1108,1218,962,944,987
Iso_1_817,471,320,425,326,428,338,487,426,342,521
Iso_1_818,283,353,435,312,314,364,242,404,396,272
Iso_1_819,310,217,248,178,309,251,281,267,190,235
Iso_1_820,4056,3226,3264,3595,4772,2916,3292,3721,3706,3387
Iso_1_821,212,222,208,255,208,228,275,190,198,195
Iso_1_822,4452,4122,4604,5607,3599,4586,4369,5092,4147,3428
Iso_1_823,356,337,274,328,435,332,332,310,364,309
Iso_1_824,457,385,472,462,447,486,399,428,447,402
Iso_1_825,654,661,576,653,648,670,589,688,618,712
Iso_1_826,190,204,164,193,171,210,208,199,211,172
Iso_1_827,401,252,351,385,353,259,296,335,317,302
Iso_1_828,2269,2116,1860,2194,1902,2137,2140,1953,2115,1756
Iso_1_829,463,476,452,543,470,597,493,491,426,410
Iso_1_830,193,225,211,214,147,231,234,187,164,199
Iso_1_831,41,42,41,37,46,38,57,34,61,47
Iso_1_832,79,79,76,62,76,81,81,70,64,82
Iso_1_833,522,423,613,483,557,568,486,665,453,516
Iso_1_834,39,38,37,37,36,33,22,23,30,28
Iso_1_835,1821,2004,1996,2063,1945,2198,1852,2254,1885,2283
Iso_1_836,34,41,39,53,38,43,32,42,59,39
Iso_1_837,3309,2709,2747,2273,2998,3882,3437,2320,3811,3277
Iso_1_838,1212,1213,1107,1429,1337,941,1180,1287,1328,1216
Iso_1_839,373,402,468,454,386,468,512,485,387,405
Iso_1_840,508,304,426,396,418,310,286,356,416,340
Iso_1_841,612,581,516,574,698,626,649,563,408,614
Iso_1_842,18,20,19,24,21,27,31,12,24,20
Iso_1_843,826,803,703,960,853,986,849,878,833,791
Iso_1_844,126,128,127,121,112,138,139,156,127,143
Iso_1_845,679,878,771,939,804,757,724,750,884,843
Iso_1_846,307,422,248,344,342,347,263,339,232,338
Iso_1_847,188,164,209,195,226,204,180,165,160,147
Iso_1_848,331,335,332,319,307,302,424,338,317,396
Iso_1_849,486,470,449,470,483,490,456,476,448,387
Iso_1_850,2193,2366,2235,2088,2005,2231,2326,2308,2153,2231
Iso_1_851,1996,1776,1911,1841,1768,1591,1881,1660,1641,1922
Iso_1_852,1444,1301,1383,1160,1287,1481,1360,1159,1290,1543
Iso_1_853,581,584,692,585,626,611,585,749,677,670
Iso_1_854,58,46,59,40,29,60,37,36,54,32
Iso_1_855,252,223,226,223,164,201,239,224,197,213
Iso_1_856,533,562,495,570,574,544,467,562,543,483
Iso_1_857,1202,1276,1402,1227,1237,1196,1090,1182,1301,1122
Iso_1_858,180,142,179,169,208,222,183,175,184,178
Iso_1_859,313,320,319,299,301,313,313,351,324,329
Iso_1_860,1031,875,855,964,1035,868,1109,865,1148,1009
Iso_1_861,304,294,336,369,301,349,366,424,315,328
Iso_1_862,388,414,419,438,416,468,485,416,480,431
Iso_1_863,60,57,71,80,65,61,33,65,69,94
Iso_1_864,173,128,152,192,161,207,180,191,156,214
Iso_1_865,759,725,697,810,557,815,700,718,754,703
Iso_1_866,60,79,79,87,61,69,64,65,65,74
Iso_1_867,15,12,16,10,10,4,12,12,4,7
Iso_1_868,106,193,171,281,143,146,178,191,176,213
Iso_1_869,506,487,448,455,509,469,453,440,444,480
Iso_1_870,59,52,37,70,57,58,51,61,78,74
Iso_1_871,4915,4475,5923,4345,3749,3947,6050,3617,3530,5114
Iso_1_872,362,299,374,421,431,349,397,334,371,442
Iso_1_873,2893,2667,2650,2316,2617,2592,2923,2312,2652,2190
Iso_1_874,46,39,42,34,28,39,48,38,44,36
Iso_1_875,1442,1676,1892,1624,1423,1489,1702,1354,1431,1529
Iso_1_876,693,408,470,472,374,317,503,465,339,310
Iso_1_877,102,86,91,115,107,111,102,81,92,86
Iso_1_878,110,138,119,156,133,131,97,109,149,136
Iso_1_879,68,64,81,68,84,87,83,71,76,86
Iso_1_880,1820,1889,1717,1830,1869,1859,1944,1743,1964,1847
Iso_1_881,1056,1182,1128,1042,1316,1233,1213,1184,1201,1123
Iso_1_882,238,262,209,236,202,222,295,231,281,299
Iso_1_883,228,248,289,281,251,325,235,211,327,332
Iso_1_884,131,152,160,111,147,118,158,118,110,112
Iso_1_885,347,317,268,320,357,263,315,363,259,261
Iso_1_886,1381,1340,1257,1206,1329,1337,1278,1184,1141,1390
Iso_1_887,10331,11019,10325,9241,10803,10837,11762,10849,10558,11162
Iso_1_888,455,427,456,446,493,357,430,387,325,404
Iso_1_889,94,85,105,122,125,122,82,104,93,97
Iso_1_890,489,494,529,483,453,589,496,463,502,487
Iso_1_891,232,220,208,201,197,215,224,213,237,213
Iso_1_892,3525,3324,3293,3124,3379,3501,3311,3522,3261,3540
Iso_1_893,2,1,1,3,4,3,5,6,2,4
Iso_1_894,1377,1465,1056,1338,1768,1558,1900,1826,1300,1698
Iso_1_895,361,354,334,310,364,410,370,383,412,368
Iso_1_896,233,238,252,314,250,313,264,239,278,200
Iso_1_897,410,327,327,414,363,383,374,349,385,357
Iso_1_898,540,518,670,672,634,585,509,591,562,597
